,user_id,sentiment_analysis,posted,item_id,recommend
18118,486259317,2,16,391540,1
18123,SergeantMason,2,18,437220,1
18126,sergei_from_kazakhstan,0,2011,12810,1
18127,sergioxks1,2,14,364420,1
18131,aeon5ind,2,24,730,1
18132,76561198104448535,2,24,264710,1
18136,SchmokeZ,2,2015,730,1
18139,sesepe,2,2014,304930,1
18140,76561198034392042,2,2014,313340,1
18148,SeviHusky,1,2014,72850,1
18149,76561198045476116,1,2014,48700,1
18150,76561198073819878,2,2014,730,1
18151,76561198070921973,2,2014,251060,1
18152,lescrepe,0,17,405640,1
18158,Sgt_Ciege,2,10,22370,1
18162,Sgtcook,2,2015,369200,1
18164,76561198019644374,1,2011,4000,1
18166,lesalex,1,2014,570,1
18167,1stpionpaul,2,2015,321300,1
18168,76561197991856503,0,2013,220240,0
18170,shockwave760,0,2013,224260,1
18172,Shabutie_,1,2015,335330,0
18173,thehitman35,2,2015,338170,1
18174,76561198063986589,2,2014,15620,1
18176,shadimar6969,2,2015,218620,1
18177,76561198151855034,0,25,381210,1
18179,seveneightnine,1,2014,244630,0
18187,Shadowfire6661,2,20,301520,1
18188,76561198059468403,2,2014,21090,1
18189,ShadowKnight332,2,2014,247910,1
18198,76561198043640604,2,2014,265550,1
18200,shadowpulse29,0,2015,298630,1
18207,Man_Bear_Shark,1,2014,218620,1
18208,76561198057905001,2,27,107410,0
18212,Elementico,1,2015,322330,1
18213,76561198065304760,0,2015,295110,0
18215,shaman3soul3,2,16,10,1
18216,shanedee,2,2013,265210,1
18217,76561198054978091,2,2014,20,0
18219,Shanks-From-The-Anime-Group,2,2015,730,1
18221,shapes2004,2,3,99900,1
18225,76561198049796309,2,2015,440,1
18231,TheHomePage,2,2015,226700,1
18233,Shatteredflame,2,2014,208090,1
18234,gottabesaints,2,2014,49520,1
18236,TheOfficalDiabl0,1,2015,72850,1
18238,76561198202443306,2,2015,730,1
18242,76561198057609562,0,28,381210,1
18243,76561198086666210,2,2014,440,1
18244,76561198007309128,2,24,264710,1
18247,76561198025788203,1,5,337320,1
18249,76561198068777697,2,2014,203140,1
18253,76561198085080390,1,25,236390,1
18259,SheriffMcCringle,2,2014,8190,1
18260,76561198071846149,2,2013,218620,1
18261,fagulol,1,28,730,1
18262,chmoru1471,2,2014,570,1
18263,ShiFt-exe,0,2014,265930,1
18265,76561198025979243,2,2014,730,1
18266,76561198144440845,2,26,4000,1
18268,Shiftyyyyyyyyy,2,2013,570,1
18269,Shillo_,2,26,252490,0
18271,7656119808378646,2,2,311210,1
18272,76561198004011791,2,27,233130,1
18278,Shivosky,2,2015,8930,1
18280,76561198007488623,2,2014,239350,1
18281,76561198073796378,2,2015,245170,1
18283,robotcoyote,0,2014,239350,1
18284,76561198044666616,1,2015,72850,1
18285,76561198081436358,2,2015,218620,0
18287,OficialShok,2,31,264120,0
18291,76561198060481049,2,2014,8930,1
18292,76561198153158209,2,2,236390,1
18293,76561198044375508,1,2013,8930,1
18294,76561198044592183,2,2015,307880,1
18296,76561197970895200,2,2014,440,1
18306,76561197992643903,2,2012,105430,1
18307,shudipwnu,2,2014,730,1
18308,Spriteling,0,2014,301520,0
18309,akamexxswag,2,2015,105600,1
18310,impurepaladin,2,2015,230410,1
18318,23745736,2,2014,301520,1
18320,sickbubblez,2,29,291550,1
18324,Siilan,0,2015,329490,1
18327,76561198089291500,2,2014,290770,1
18329,76561198046562619,2,2015,212160,1
18330,1silentsniper1,1,2011,41800,1
18331,silentAggressor,2,26,208650,1
18333,z3b1z,2,2013,219830,1
18336,PRsvn,0,2013,570,1
18338,76561198059053798,2,2015,9450,1
18339,Sad0Panda,2,2014,264380,1
18341,76561198046917409,2,2014,440,1
18342,Silverimate47,2,2015,50300,1
18343,76561198067439927,2,2014,204100,1
18344,Simas1,0,2015,236390,0
18347,whisperrrrrrr,2,2013,113200,1
18353,76561198157097087,2,2015,730,1
18354,Snake8,2,2013,440,1
18357,simplzzz123,0,2015,346110,1
18359,pannekoeken2,2,2014,108710,1
18368,76561198017754022,1,2014,49520,0
18370,survivormaster,1,2014,252490,1
18375,skuatz,2,2015,48700,1
18376,look_at_the_damn_profile,2,2014,440,1
18379,76561198000167222,2,2015,730,1
18380,76561198058539753,1,2015,105600,1
18383,the_meat_shield,0,2014,220050,0
18390,sirmalcolm,0,2014,227680,0
18393,SimonB252,2,16,730,1
18394,76561198062236203,0,21,381210,0
18399,ybot27,2,2015,49520,1
18401,76561198067559117,2,2014,17410,1
18403,76561198035605178,0,2014,218620,1
18406,sirzabblepants,2,2014,227300,1
18410,Squid-lel,1,2015,34900,0
18411,76561198101648152,1,4,440,0
18412,76561198079079942,1,2015,377160,1
18413,76561198013149300,0,2015,242920,1
18421,elishabridge3,0,2015,4000,1
18422,76561198019297801,2,2014,4000,1
18423,76561198092985183,2,2015,346110,1
18424,SirexPower,0,23,388120,1
18430,76561198084616658,1,2015,225540,1
18431,76561197992681922,0,20,262060,1
18438,Alex5763,2,2014,252490,1
18442,76561198044207497,2,21,730,1
18443,sirscope,2,2015,307880,1
18447,SirThomas99,2,23,220200,1
18449,watters81,2,2013,259080,1
18452,76561198092998604,2,2015,296470,1
18454,SithBen,2,2013,204880,1
18455,76561197982474515,2,23,440,0
18456,skauldrich,2,2014,440,1
18458,76561198132717938,0,5,353560,0
18465,probablydead,2,2015,218620,1
18467,skeptile2,2,13,275850,1
18471,SassyGod,2,2015,377160,1
18474,76561198071907118,2,2014,4000,1
18475,76561198250778186,2,25,440,1
18476,76561198056928371,1,12,374320,0
18477,76561198043608225,2,2015,264710,1
18478,76561198075626434,1,24,364360,1
18483,6738497298564377854673421,2,2015,250900,1
18485,laygittlefiggernaggot,2,2014,4000,1
18486,Pinki3,2,2015,730,1
18488,Skippy333,1,2013,4000,1
18494,SkittleRage,2,2014,240,1
18500,326759263846544,2,2014,244850,1
18502,SKOOOTA,2,2014,211820,1
18507,BenjaminoLordo,2,2014,236850,1
18509,skwavicus,1,2013,42910,1
18511,Sotrung,1,2015,292120,1
18517,skyheat,0,2014,252490,1
18523,76561198011068007,2,12,105600,1
18524,Skyver_,2,2014,570,1
18525,SLAIAX_SLYAXE,2,2015,329950,1
18526,76561198101686893,2,2015,730,1
18529,76561198053791920,0,4,307780,0
18531,Tom_scroy,2,2013,240,1
18533,76561198091512618,2,2015,388090,1
18535,BicepsAreGoneJustLikeSkins,2,2014,4000,1
18537,76561198058919153,2,2014,261640,1
18539,lacscape,1,24,242860,0
18541,xXSlimySlimeXx,0,2015,319510,1
18543,oskinkthecrocdoc,2,2015,346010,1
18545,SomeGuyThatPlaysGames,2,2014,242760,1
18552,theslowduck,0,2014,209000,1
18554,slushyb,2,2015,227860,0
18560,Dearmean992,2,2014,33930,1
18561,wowsteamid,1,22,431240,1
18563,76561198078767295,2,2015,730,1
18566,Sm1ley96,1,29,730,1
18567,Alex117Alex,0,2014,236850,1
18568,76561198169873333,1,27,462930,0
18572,headfullofsmeg,2,2015,10180,1
18574,SmellingSavage,2,25,221100,1
18576,76561198061093074,1,19,287700,1
18577,76561198078827881,2,2014,440,1
18578,76561197977799906,1,2012,500,1
18579,76561198088947777,1,2013,207610,1
18591,brownscarf,2,2015,221100,1
18599,5400540054005400,2,2013,4570,1
18607,Soulstealers,2,2014,227680,0
18613,76561197990027470,2,2014,107410,1
18615,76561198073733334,2,12,42910,1
18616,76561198062271200,2,2014,4000,1
18617,76561198040602090,2,2014,301520,1
18623,76561198062125305,2,2015,369580,1
18626,SneakyPete9,1,2015,346110,1
18628,Variun,2,2015,349220,1
18629,76561198045126133,1,2015,215510,1
18632,76561198032582216,2,2012,20510,1
18634,76561198072527585,2,2014,230410,1
18635,Sniper64824,2,2013,224600,1
18638,xSnipy,2,2015,369200,1
18642,ImaTigerRaa,2,2012,105600,1
18643,76561197995775619,2,2015,261570,1
18644,76561198084994842,0,12,381210,0
18646,76561198077731258,2,9,225540,1
18653,04280122,2,2013,218230,1
18654,SnuffyKiins,0,2014,34900,1
18656,76561198057253097,2,2015,304240,1
18660,swagatron2000,2,2014,48700,1
18663,76561198014530333,2,2013,221910,1
18667,76561198072852555,0,2015,34830,0
18668,76561198057919602,2,8,72850,1
18675,76561198096332661,1,2015,218620,1
18677,SOH123,2,2014,104900,1
18680,pheg,2,2013,48000,1
18681,76561198090478432,0,2015,242920,1
18685,kamakze751,2,2014,238430,1
18693,wes132,2,20,730,1
18694,76561198075806576,2,2014,304930,1
18696,hyper-lethal,2,2014,200710,1
18697,76561198065991872,0,2014,440,1
18698,76561198074445285,2,2015,8500,1
18699,76561198072865679,2,18,730,1
18700,Somite11,1,19,730,1
18702,GERDAGUFERSD,1,2015,250900,1
18711,76561198045389453,2,2014,214770,0
18712,76561198086045190,0,15,275850,1
18713,SULL3H,2,12,374320,1
18715,Sopa00,0,2014,304930,1
18716,76561198060894699,2,2014,248350,1
18717,SorenTheOwl,1,2015,218620,0
18722,psychologicalwarfareinmyhead,2,2015,331470,1
18725,Colidos,2,2014,200210,1
18726,Soskii,2,2015,301520,1
18727,ohyeahpunk,0,2014,296150,0
18728,76561198145408008,1,17,440,0
18729,76561198052937077,2,2014,204300,1
18730,76561198074688122,2,2014,253710,0
18731,76561198048809840,1,2014,250520,1
18732,Nargoord,0,2015,19900,0
18736,Soviet_Steve,1,2015,225540,1
18742,payrocanical,2,2015,354140,1
18745,76561198001078133,1,2015,374570,1
18746,76561198060425303,2,2015,440,1
18750,yoshipowerz,1,2013,400,1
18756,bearsareniggers,1,2013,206210,1
18757,76561198033982370,2,2015,208650,0
18758,nicebeme,2,2014,24740,1
18759,76561198072632724,1,2015,22380,1
18763,SpakAttk,1,26,107410,1
18764,SpamIrwin,2,2015,292030,1
18767,mick0907,2,24,386360,1
18769,76561198080103160,0,2015,218620,0
18776,spartaaagh,1,15,207230,1
18782,alexmr19,1,2014,306020,1
18789,76561198068922744,0,2014,214950,1
18790,shawshank12,2,2015,218620,0
18791,76561198070690126,0,2015,4000,1
18792,spaz11boom,2,2014,200210,0
18793,spazrael_,2,2014,1250,1
18794,SpazCamel,1,2013,570,1
18796,616333,2,2014,51100,1
18798,76561198042961691,2,2015,8870,1
18800,Sp3ctre,0,2015,209650,0
18808,treB-L,1,2015,730,0
18809,76561198058970610,2,2015,107410,1
18810,kicking_ass_for_the_lord,0,2015,72850,0
18812,iilonestarii,1,2015,570,1
18813,speedy_3014,1,14,346010,1
18814,Spekl,2,23,730,1
18815,Celatum,2,2012,440,1
18816,76561198099295859,2,2015,313340,1
18817,thespicyguy,0,19,251990,1
18820,76561198044717313,2,2015,386360,1
18822,76561198070565987,1,2015,359550,0
18825,py6Spider,2,2014,323500,1
18826,76561198056685928,2,2014,255480,1
18827,76561198089331221,2,2014,236390,1
18829,76561198106556898,2,2014,265630,1
18830,TheSpitfire,2,2014,255420,0
18831,QUIT_YOUR_LAZY_ASS_JOB,2,2014,241600,1
18834,76561198090302241,1,2014,304930,1
18835,76561198035538775,2,2015,261110,1
18839,9876565434213034323,1,2013,218620,1
18840,76561198070697304,2,2014,204360,1
18843,ironchefspook,2,2015,242860,1
18851,metronomeiscool,2,2,391540,1
18853,mansuhn,2,9,230410,1
18854,76561198043562907,1,2014,4000,1
18858,yepitsafeel,1,2015,730,1
18859,atomiclukai,0,2013,221640,1
18865,Sporial-Oriiius-Umbria,0,2013,4000,1
18866,luckyttm,1,7,391540,1
18867,76561198079518166,0,2015,273110,0
18868,sprayer1706,2,2015,251810,1
18871,1337666133766613376661337,2,2015,224260,1
18872,spudcake,2,2015,730,1
18873,SpuffyG,2,2014,1840,1
18874,76561198073873333,2,2013,4000,1
18875,76561198094324289,1,2013,440,1
18876,Squash,0,22,379720,1
18877,squidamus,0,2013,238210,1
18883,76561198034433526,1,24,412450,0
18885,squigy,2,2013,204450,1
18886,76561198044575627,1,2014,226700,0
18887,zdog101,1,2014,206420,1
18889,76561198036881631,2,2014,304930,1
18891,76561198060184028,2,2015,417860,1
18892,thedongsmasher,1,2013,219150,1
18893,mrstacks,2,2015,221380,0
18894,StudioClod,2,1,9880,1
18901,Stagdage,2,2014,22370,1
18904,stagman231,2,2012,440,1
18906,76561198065240425,2,2014,204880,1
18907,staleath,0,2014,238280,1
18908,76561198057573332,2,2014,570,1
18909,Jpladeira,1,2015,218620,1
18912,starturner,2,2015,230290,1
18913,76561198061268926,2,2015,230410,1
18914,76561198040994679,1,2014,226700,0
18916,1234148932401,1,2015,250340,1
18925,starlog,0,2014,316720,1
18926,Starnsworth,0,2015,303210,1
18927,76561198033248600,2,2015,331500,1
18928,staryoshi06,0,2012,400,1
18929,76561198066562072,2,2014,266070,1
18930,76561198089346291,2,2014,304930,1
18933,76561198034216168,2,2014,252770,0
18934,PutoelqueLeeXD,0,9,311690,0
18935,StegoRekt,2,28,218620,1
18939,GuilhermeGVM,1,2013,440,1
18940,sterscram,2,2015,346110,1
18942,76561198059711677,1,2015,48700,1
18944,76561198111412996,2,2014,304930,1
18945,steve_the_pie,1,2014,211820,1
18946,76561198064197386,2,2014,212070,1
18947,Stevio_Pistachio,2,2015,252950,1
18950,76561197971336570,2,2015,232090,1
18951,stilli1988,2,16,235210,0
18957,rhooky,2,2013,239820,1
18958,76561198026050448,1,2015,107410,0
18962,76561198049920234,1,2014,236430,1
18963,76561198174213406,1,1,369200,1
18971,stone_donkey,2,19,426000,0
18973,76561198066750084,2,2014,9480,1
18974,76561198076513951,1,9,230410,1
18980,storminnorman,2,2015,250110,1
18981,76561198046735880,2,14,33930,1
18982,Str1ke4,2,2014,730,1
18984,stratosgamingg,0,2015,47920,1
18985,Stra7x,2,2015,304050,1
18988,JoshuaWill,2,2014,252490,1
18991,Strobies,2,11,32440,1
18995,76561198078614334,1,2014,440,1
18996,2ez2xl,2,2014,40,1
18998,strongeee,1,2014,244850,1
19003,Stryker103,2,2014,242920,1
19006,strykon,2,2014,440,1
19008,getrektscrubuwotm8,2,14,235600,1
19015,StuntMobile,0,2014,91700,1
19016,76561198077195459,1,2015,304050,1
19018,76561198027093071,0,2015,295110,1
19019,subordermanagement,2,2015,391540,1
19020,subtember11,1,2015,55230,1
19025,WHOTHEFUCKTOOKMYURL,2,2015,204300,1
19026,smcs,2,2013,208480,0
19033,SuckyEngyKang3000,2,2015,248310,1
19035,SucoVidya,2,9,236870,1
19041,76561198065655658,2,2014,4000,1
19042,AidelSufyanProfile,0,30,291480,1
19044,benjisponge,2,2014,319400,1
19054,Urit,1,2014,222900,1
19057,SuperCoziPrower,2,2013,212680,1
19060,76561198053383314,2,2013,440,1
19061,supermaorio,2,8,570,1
19062,76561198080348540,1,2014,224260,1
19063,SuperSneakyCreamPuff,2,2015,377160,1
19073,SuperAwesomeWSCMan,2,2014,440,1
19074,76561198066515292,2,2015,730,1
19076,superduckman100,2,2014,286100,1
19077,76561198037916571,1,2,371660,1
19078,SuperGamingKnight,0,2014,244850,1
19079,76561198065429060,1,2014,319510,1
19082,76561198088587850,2,2014,218620,1
19083,76561198076305385,2,17,319630,1
19084,bountyassassin4,2,2014,304930,1
19085,76561198078205030,2,2013,4000,1
19086,76561198092999858,2,2014,440,1
19087,4u5ur0,2,2013,105450,1
19091,76561198065138903,2,2014,322330,1
19094,76561198029596731,2,2015,730,1
19098,Diamond_Frost,1,2015,570,1
19099,tigeroamer,2,2015,242720,1
19100,hnnnggg,0,2015,295110,0
19102,vingthor4516,2,2015,281130,0
19107,Turtleeex3,1,2015,45760,1
19109,bojackn,2,2013,204300,1
19111,pathorn2000,2,2014,570,1
19113,switchnation,1,2015,265930,1
19114,noscopedninja,1,19,219150,1
19130,042153100,1,2014,243470,0
19132,sweglord360,2,2015,274940,1
19134,dmckay,1,2,440,1
19136,SwiftEscudo,1,2015,325610,1
19140,swill215,2,2014,222880,1
19143,76561198021586407,2,2015,212160,1
19146,SWTOROF2099,2,20,250900,1
19149,SyBR,2,2014,570,1
19150,alexmcdermott,2,2014,105600,1
19151,76561198060993682,1,2013,212480,1
19152,syntax_leechking,0,1,218620,0
19154,76561198044670048,1,2014,219740,1
19155,76561198075141715,2,25,521430,1
19161,modz_x,2,2014,730,1
19162,kiyadabae,2,2014,620,1
19163,76561197961718947,1,2015,351050,0
19165,sas123567,2,2014,9900,1
19168,nabady,1,22,620,1
19178,76561198061375427,2,25,730,1
19179,Nxit,2,2015,730,1
19181,SATANASMEUGRANDECHAPA,0,2015,417860,1
19183,Breadi,1,2015,440,1
19184,kzkyus,1,17,304930,1
19189,Jackoo0,2,2015,276340,1
19194,tabpol95,0,2014,313730,0
19195,76561198131675118,2,2015,204240,1
19200,tackergun,2,2015,250620,1
19201,TacozAreImmortality,2,2015,4000,1
19205,76561198045767413,0,2015,264710,1
19206,TACOTACOTACOCAT,2,2014,440,1
19216,muagsri,2,2014,440,1
19218,Quarity,0,2013,233840,0
19223,tangello1,1,2014,730,1
19225,76561198081260159,2,2015,298110,1
19226,lightandtangy,2,3,372000,0
19227,76561198047693395,1,2014,278080,0
19229,Tankingtype,1,2014,730,1
19230,kaz4m,0,7,301520,0
19233,timelb,2,2014,286200,1
19235,76561198057451875,2,2015,369200,1
19237,Tarvo69,2,14,325724,1
19244,76561198057347106,2,2014,570,1
19245,76561198073028726,2,2015,310380,1
19249,76561198007573338,0,2013,730,1
19250,76561198096079340,2,2015,236390,1
19256,Tazcam,2,2013,570,1
19259,76561198064619367,2,2014,42910,1
19267,LeAssasinMinion,2,2015,400,1
19269,76561198062459887,2,9,303210,1
19270,76561198060715854,1,2015,271590,1
19276,76561198080653695,2,2014,242760,1
19279,TeamAmbiguous,2,2015,221100,0
19281,76561198046733476,1,2013,200210,1
19282,76561198083888554,2,2015,330830,1
19283,76561198041628266,2,2015,363970,1
19285,HipsterGoku,1,2014,730,1
19286,76561198083911488,1,2014,304930,1
19289,angstyteen,1,2015,401920,1
19295,TeenoGames,2,2014,203810,0
19296,optamusjebus,2,2013,220440,1
19297,TehStoneMan,0,2015,232790,0
19299,76561198005821848,2,2,368370,1
19309,darkforb,2,2014,104900,1
19313,TemsterGaming,2,2013,204300,1
19314,76561198064534559,0,16,34330,1
19321,tenndown,1,21,730,0
19322,76561198015597183,0,2014,265550,1
19323,76561198115279437,1,2013,440,1
19325,76561198025344728,2,2014,236390,1
19330,alexnjay11,2,24,307690,1
19332,Nidowa,0,2014,200510,1
19333,TETTRIC1,2,4,374320,1
19339,Tezzdog,2,2015,224500,1
19342,TERM-827,1,2013,440,1
19343,76561198097516242,2,2014,72850,1
19344,Frituplay,2,2015,39000,1
19350,76561198093260139,1,2014,570,1
19351,76561198093736769,2,28,440,1
19352,76561198077722291,2,2014,570,1
19353,76561198065940145,1,2014,265930,1
19356,ErikCronin,2,2013,4000,1
19358,benjaminalan,0,2014,360,0
19359,nottomatoes768,2,2014,219150,1
19360,76561198164934819,2,2015,107410,1
19363,76561198069492897,2,2014,251170,1
19364,76561198088891398,2,2014,206420,1
19367,Thatmeepo,0,2015,236110,0
19368,76561198073446384,2,23,286340,0
19384,76561198042076905,2,2015,368230,1
19385,thavleifrim,2,2015,387860,0
19387,Tommy45344,1,2014,274190,1
19388,Senioritis67789,2,2014,550,1
19395,76561198037228389,2,2015,302830,0
19405,76561198083316709,1,10,268500,1
19412,bloodshade2559,2,2015,230410,1
19413,TheKatakiuchi,2,2,730,0
19414,likeashpee,2,2013,570,1
19415,strander01,2,2015,263280,1
19416,76561198072319266,2,9,104900,1
19418,76561198069132107,2,2013,440,1
19419,sdfesdfes,2,2013,17080,1
19420,gamerxxx21,1,2014,440,1
19425,BotBuddha,1,2015,49520,1
19426,76561198098249951,2,2014,550,1
19427,i_dont_know_what_im_doing,0,2015,227940,1
19429,doctorwho1233,2,2013,8870,1
19433,76561198071159606,2,2015,440,1
19434,76561198091127623,2,20,48000,1
19435,golin45,1,22,365300,1
19443,TheEternalDay,1,2015,315810,1
19448,FaggotofWisdom,2,2014,17390,1
19454,76561198049432111,1,26,570,1
19455,76561198046732318,2,2015,250900,1
19460,piemonkey3000,1,2014,241930,1
19462,foolsfoolsfools,2,2015,218620,0
19467,presidentllama,2,19,218620,1
19468,barren_cookie,0,2014,265930,1
19469,76561198044783111,2,2015,230410,1
19471,Swezza,2,2012,105600,1
19472,76561198042371996,2,2014,72850,1
19476,76561198061977789,2,2012,91310,1
19477,My_Special_Place,2,2015,22380,1
19478,76561198039665073,2,2014,281820,1
19480,76561198044884778,2,2014,440,1
19481,76561198082582975,2,2014,440,1
19482,53112195114,1,2014,4000,1
19483,lolatyourfail,1,2015,218620,1
19489,76561198025915863,2,2014,204360,1
19490,SHated14,2,2015,232090,1
19493,76561198069969015,1,2012,440,1
19494,Giggity420,0,11,304930,1
19495,76561198047309532,0,25,437220,1
19496,wbauern68,2,2015,204300,1
19497,76561198079888597,0,2015,360640,0
19498,76561198038294997,2,2014,265550,1
19501,76561198093275367,1,2015,22380,1
19502,76561198066322710,0,28,200210,1
19505,the_mad_doctor123,2,2015,351570,1
19514,76561198016599173,2,2015,351970,1
19515,76561198061752173,2,2015,359320,1
19521,1iam1iam1iam,2,2014,205100,1
19524,MichaelE,2,2013,220200,1
19526,TheMoDiiFii3r,2,24,275850,0
19532,76561198067243010,0,16,440,0
19540,MadamUSB,1,2015,218620,0
19542,logermax,2,11,230410,1
19545,76561198036064945,2,2015,730,1
19546,portjackson,2,2014,252490,1
19553,The-Burnt_Toast,2,2015,271590,0
19555,Tomsen1,0,2015,50300,1
19557,76561198089481267,2,2014,31220,1
19561,76561198073186208,2,2014,244850,1
19562,76561198082534673,0,10,236390,1
19567,76561198078078491,2,2015,205100,1
19569,76561197975058559,2,2014,49520,1
19572,LecXii,2,2015,242860,1
19576,Pootisman64,2,25,440,1
19577,Omixodia,2,2015,11280,1
19578,jkjmnb,1,2015,271590,1
19582,baagoessheep,2,10,273350,1
19585,Kebabsaregood,2,16,312780,1
19599,therealivan,2,13,273350,1
19602,zrustz16,1,2014,304930,1
19610,TheRongGuy,2,2015,104700,1
19612,pilini22,1,2014,570,1
19622,TheOneSlug,2,2014,265930,1
19626,XZAGR,0,25,364360,1
19630,Smeegan,2,2015,94200,1
19638,psychoticallyhappy,2,25,242680,1
19639,76561198051772381,2,2015,287390,1
19641,76561198067030650,1,2015,440,1
19642,g0dkiller,1,2013,108710,1
19645,76561198053114643,2,2014,244850,1
19647,76561198065978480,2,2015,233250,1
19649,cheekypig55,0,2015,245130,0
19655,76561198086119658,0,2014,311140,0
19657,76561198185622318,2,17,444090,1
19658,aussiead,2,2014,232430,1
19659,TheWorstBaker,2,21,379720,1
19664,middablue,1,2014,730,1
19666,76561198093938729,1,2014,50300,1
19667,TheCrypticWolf,0,2014,242760,0
19668,76561198046696947,0,2014,570,1
19669,TheDarkMarty,2,16,11610,1
19670,76561198064247736,1,2015,244850,0
19673,76561198029266488,2,2014,105600,1
19674,lukebourne84,2,2014,241930,1
19677,76561198053443436,0,23,427920,0
19679,76561198043026878,2,2014,244850,1
19680,76561198098025074,2,2015,239140,1
19681,Dovahjumper,2,2014,99900,1
19682,cocacolax12,2,18,333930,1
19685,theenigmaticphicist,2,2015,391540,1
19689,seantheextraprawnsheepguy,2,2013,47810,1
19699,keth98,2,20,459940,1
19702,THEGHOST646,1,2014,12830,1
19706,scarytankman10,2,2014,55230,1
19708,TheHolyPotato57,0,2015,304930,1
19712,TheIonForge,0,2014,550,1
19714,TheJordanSixFifty,2,8,730,1
19720,76561198057981752,1,2013,440,1
19721,thelonewolfk32,1,2014,72850,1
19722,76561198093265305,2,2015,341800,1
19723,TheMadAussieUchiha,2,16,730,1
19727,76561198057367979,1,2015,206420,1
19729,TheMurderMoose,1,2014,211420,1
19730,Thenakidninja,1,2015,311210,1
19731,theninjallama,0,2015,233450,1
19732,ryalln,0,2015,730,1
19733,76561198065663621,2,2015,730,1
19734,TheFearless,2,2014,249050,1
19737,Like_A_Director,2,2014,210550,0
19739,76561198019117351,2,2014,231430,1
19740,EPGPenguin,1,2015,202970,0
19743,76561198065681169,2,2015,105600,1
19744,76561198066722009,2,2014,113200,1
19745,76561198044042065,0,2015,204300,0
19748,76561198161407932,1,2015,370100,0
19754,ThereSheBlows,2,2015,48705,1
19762,RevivedShadow,2,2015,305620,1
19767,76561198056640740,1,2015,730,1
19775,76561198013459229,1,2015,374570,1
19776,theservant,2,2015,244850,0
19778,reedrulz,2,2014,214830,1
19780,thethirdturd,0,5,22380,1
19781,TheTim,0,2014,229580,1
19782,Theusmellthis,2,2014,261640,1
19786,thevalleykids,0,13,416210,1
19793,heyykids,2,2015,313340,1
19794,TheyCallMeDaRrk,1,2015,440,1
19802,76561198009005804,2,2013,248820,1
19803,76561198122884898,2,2014,440,1
19809,the_horseman,2,2015,211420,1
19816,Skirin200,1,2015,440,0
19818,76561198125983083,0,2014,440,1
19820,76561198068667319,2,2014,220160,1
19821,code_maikel,2,2014,233740,1
19825,76561198077113035,2,2015,209650,1
19828,thomi6108,2,16,368340,1
19830,ryhtb4k3iwtgpiw3hq4,2,2013,440,1
19831,Thrasharrl,2,19,233250,1
19837,thrillder,2,2015,730,1
19844,Thisisareallylongurladdress,1,2015,356670,1
19849,OfficialVinyldash,1,2014,265630,1
19857,FuriousTheMonkeyBoy,2,2011,33930,1
19859,Chezburgar7300,2,2015,359050,1
19868,76561197998402311,1,23,213670,1
19869,76561198087966210,2,2014,4000,1
19870,tanryanrachmat,1,2015,730,1
19871,tigerout,2,2015,221100,0
19872,76561198083174273,2,2013,99900,1
19873,Mutivate,1,2015,620,1
19874,76561198042649425,2,2013,48000,1
19875,IkillNoobs1000x,2,2015,295270,0
19876,WatchAnimeEveryDay,2,2015,730,1
19882,76561198111408860,2,2014,730,1
19883,76561198062267241,2,2015,405170,1
19893,smokecoaleveryday,2,2014,305620,1
19894,timasaurus,2,2014,25890,1
19898,76561198088209407,0,2014,253430,0
19903,76561198017841947,2,2014,292780,1
19904,gayanimeguy,0,11,42910,1
19911,76561198039397758,2,2015,105600,1
19914,time4b,1,8,434260,1
19918,76561198046274386,1,2013,17410,1
19921,76561198084725400,2,2015,730,0
19923,DrCrackers,2,2015,440,1
19924,76561198066105606,2,2014,570,1
19925,tinyrickexclamationmark,1,2015,380,1
19930,Tismatty,2,2014,251870,1
19931,NerdsRepublic-ID-Titch22,2,2014,49520,1
19932,76561198039192872,2,2015,47410,1
19933,76561198028408815,2,2014,274310,1
19934,taijikeron,1,2014,249130,1
19935,GrifforkAndZeo,2,2014,209080,1
19937,TheAnonymous15,2,2014,24010,1
19940,76561198074117066,2,13,264710,1
19941,76561198077267655,2,2014,440,1
19942,tnt_zombie,1,12,349700,0
19946,kmkm2op,2,2015,268750,1
19947,thetoaste,1,28,301520,0
19950,Tuddddddddd,1,2014,440,1
19951,tobydespankengine,1,2015,218230,1
19957,Nishimura,1,2014,730,1
19961,Tobyturtwig,2,6,252950,1
19962,76561198071502897,2,2014,300040,1
19963,toeler,2,2015,344850,0
19966,ginntron,1,2014,8870,1
19969,PugsAus,2,2014,440,1
19972,Vulcan21,2,2014,252490,1
19973,Tohic,2,2015,200710,1
19974,76561198063180532,0,2015,252450,1
19984,toliman,2,2014,246090,0
19989,TomThehTmoT,2,13,405640,1
19997,TomYoko,0,12,264610,1
20003,76561198010900889,1,2014,222730,0
20010,GayTom,2,2015,49520,1
20012,tombin8tor,2,3,509060,1
20013,76561198097341253,2,2014,440,1
20014,tomdownunder,2,2014,4000,1
20015,tomeyoung,2,2014,287450,1
20020,tommyaka,2,2014,245550,1
20023,76561197993654066,2,2015,208650,1
20024,76561198173473351,2,2015,440,1
20025,76561198108059051,2,2014,105600,1
20030,76561198044223034,1,2015,231430,1
20032,76561198042246940,2,2014,4000,1
20033,DerpyMineTurtle,2,2013,4000,1
20040,12223536,1,2015,242880,0
