,genres,release_date,item_id
94411,"['Casual', 'Free to Play', 'RPG']",2016,461820
94412,"['Casual', 'Simulation']",2016,436619
94413,"['Casual', 'Simulation']",2016,436622
94414,"['Simulation', 'Strategy']",2016,350110
94415,"['Action', 'Adventure']",2016,449391
94416,"['Adventure', 'Indie', 'Strategy']",2016,470230
94417,"['Action', 'Casual', 'Indie']",2016,425150
94418,"['Casual', 'Simulation']",2016,436618
94419,"['Casual', 'Simulation']",2016,436621
94420,"['Casual', 'Simulation']",2016,436620
94421,"['Action', 'Adventure', 'Indie']",2016,463220
94422,"['Action', 'Indie']",2016,471450
94423,Sin dato,2008,452110
94424,"['Adventure', 'Indie']",2016,465930
94425,Sin dato,2004,464190
94426,"['Action', 'Casual', 'Indie']",2016,469730
94427,['Adventure'],2015,384380
94428,"['Action', 'Indie', 'Racing', 'Early Access']",2016,444670
94429,"['Adventure', 'Indie', 'RPG']",2016,460960
94430,"['Indie', 'RPG']",2016,466580
94431,"['Action', 'Indie', 'Strategy']",2016,471240
94432,Sin dato,0,469560
94433,"['Adventure', 'Casual', 'Indie']",2016,406670
94434,"['Casual', 'Indie', 'Racing']",2016,351990
94435,['Simulation'],2016,325976
94436,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,453060
94437,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016,468490
94438,"['Adventure', 'Indie']",2016,447000
94439,"['Action', 'Indie']",2016,413500
94440,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,451110
94441,['RPG'],2016,359870
94442,"['Casual', 'Simulation', 'Strategy']",2016,462580
94443,"['Action', 'Indie']",2016,433910
94444,"['Adventure', 'Casual']",2016,466490
94445,"['Action', 'RPG']",2016,468410
94446,"['Action', 'Indie']",2016,467000
94447,"['Action', 'Adventure', 'Casual', 'Indie']",2016,449420
94448,['Strategy'],2016,433090
94449,"['Action', 'Adventure', 'Casual', 'Indie']",2016,470770
94450,"['Action', 'Adventure', 'RPG']",2016,433200
94451,"['Action', 'Adventure', 'Indie', 'RPG']",2016,363520
94452,['Indie'],2016,456600
94453,Sin dato,2010,450200
94454,Sin dato,2015,450260
94455,Sin dato,0,414810
94456,Sin dato,2015,450270
94457,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,453270
94458,Sin dato,2013,450280
94459,Sin dato,2011,450300
94460,Sin dato,2014,450310
94461,Sin dato,2014,446690
94462,Sin dato,2011,450230
94463,Sin dato,2010,421320
94464,Sin dato,2015,452140
94465,"['Action', 'Adventure', 'RPG']",2016,466380
94466,Sin dato,2012,452160
94467,Sin dato,2010,452150
94468,Sin dato,2000,452270
94469,Sin dato,2002,452170
94470,Sin dato,2003,452260
94471,Sin dato,1998,452300
94472,Sin dato,2009,452350
94473,Sin dato,2014,452330
94474,Sin dato,2009,452370
94475,Sin dato,2001,452380
94476,Sin dato,2004,452360
94477,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016,464330
94478,['Adventure'],2016,303310
94479,Sin dato,0,464940
94480,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016,465230
94481,['Adventure'],2013,458790
94482,"['Action', 'Adventure', 'Indie', 'RPG']",2016,461640
94483,"['Casual', 'Indie', 'Strategy']",2014,473520
94484,"['Action', 'Adventure', 'Casual', 'Indie']",2016,473510
94485,"['Action', 'Casual', 'Indie']",2016,467930
94486,Sin dato,2004,427400
94487,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,462660
94488,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",2016,466210
94489,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2016,473430
94490,"['Indie', 'RPG', 'Strategy']",2016,471250
94491,"['Casual', 'Indie']",2016,467210
94492,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2016,473850
94493,"['Action', 'Adventure']",2016,223100
94494,"['Action', 'Indie', 'RPG']",2016,283640
94495,"['Indie', 'RPG', 'Strategy']",2016,402310
94496,"['Action', 'Adventure']",2016,445990
94497,"['Action', 'Adventure']",2016,449392
94498,"['Casual', 'Free to Play', 'Indie', 'Simulation']",2016,471650
94499,"['Action', 'Casual', 'Indie', 'Strategy']",2016,473560
94500,Sin dato,2016,462470
94501,"['Casual', 'Indie', 'Early Access']",2016,388830
94502,['Action'],2016,366270
94503,"['Casual', 'Indie', 'Simulation', 'Strategy']",2009,471170
94504,"['Indie', 'Strategy']",2016,254320
94505,"['Adventure', 'Strategy']",2016,368640
94506,"['Adventure', 'Indie', 'RPG', 'Simulation']",2016,473090
94507,['Strategy'],2016,461935
94508,Sin dato,0,356180
94509,"['Action', 'Indie']",2016,468800
94510,Sin dato,2016,440150
94511,"['Action', 'Indie', 'Strategy']",2016,463610
94512,['Strategy'],2016,443730
94513,"['Action', 'Indie', 'Strategy']",2016,463440
94514,"['Casual', 'Free to Play', 'Strategy']",2016,448310
94515,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",2016,475180
94516,"['Action', 'Adventure', 'Indie', 'Simulation']",2016,472630
94517,"['Indie', 'Strategy']",2016,453620
94518,Sin dato,0,422640
94519,"['Action', 'Adventure', 'Indie']",2016,395100
94520,"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",2016,372490
94521,"['Action', 'Adventure', 'Indie']",2016,477830
94522,"['Adventure', 'Indie']",2016,466960
94523,['Simulation'],2016,343961
94524,"['Adventure', 'Casual', 'Indie', 'RPG']",2016,461380
94525,"['Design &amp; Illustration', 'Photo Editing']",2016,458750
94526,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,467950
94527,"['Adventure', 'Indie', 'RPG']",2016,464240
94528,"['Action', 'Indie']",2016,467850
94529,['Indie'],2016,470691
94530,"['Action', 'Indie']",2016,466790
94531,"['Action', 'Casual', 'Indie']",2016,364880
94532,"['Action', 'Indie', 'Strategy']",2011,460970
94533,"['Casual', 'Indie']",2016,471570
94534,"['Casual', 'Indie', 'Simulation']",2016,463810
94535,Sin dato,0,477130
94536,['Simulation'],2016,434520
94537,"['Action', 'Adventure']",2016,449394
94538,"['Adventure', 'Casual']",2016,466020
94539,"['Adventure', 'Indie', 'Strategy']",2016,474910
94540,"['Free to Play', 'Massively Multiplayer', 'Strategy']",2016,454600
94541,"['Indie', 'Simulation']",2016,473670
94542,"['Casual', 'Simulation']",2016,436627
94543,"['Casual', 'Simulation']",2016,436629
94544,"['Casual', 'Simulation']",2016,436628
94545,"['Casual', 'Simulation']",2016,436630
94546,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,466420
94547,['Strategy'],2016,452981
94548,['Strategy'],2016,452982
94549,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",2016,415740
94550,"['Action', 'Indie', 'Early Access']",2016,436470
94551,"['Action', 'Adventure']",2016,472740
94552,"['Simulation', 'Strategy']",2016,467520
94553,"['Action', 'Indie', 'RPG']",2015,405960
94554,"['Adventure', 'Casual', 'Indie']",2016,461030
94555,"['Casual', 'Indie']",2016,453770
94556,"['Action', 'Adventure', 'Indie', 'RPG']",2016,453320
94557,"['Action', 'Indie']",2016,407940
94558,['Indie'],2016,473660
94559,"['Adventure', 'Indie', 'Strategy']",2016,441510
94560,"['Indie', 'RPG', 'Strategy']",2016,451900
94561,"['Adventure', 'Indie']",2016,478210
94562,"['Action', 'Adventure']",2016,470190
94563,"['Indie', 'Strategy']",2016,363990
94564,"['Adventure', 'Casual', 'Indie']",2016,437520
94565,"['Casual', 'Indie']",2016,466170
94566,['Simulation'],2016,411910
94567,"['Free to Play', 'Indie', 'Strategy']",2016,472490
94568,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,454260
94569,"['Action', 'Adventure', 'Indie', 'RPG']",1999,473840
94570,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,465410
94571,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,465570
94572,"['Indie', 'Simulation', 'Strategy']",2016,476470
94573,"['Casual', 'Indie', 'Strategy']",2016,476240
94574,"['Indie', 'RPG', 'Simulation', 'Strategy']",2016,449300
94575,"['Casual', 'Indie']",2016,463460
94576,"['Adventure', 'Indie']",2016,481490
94577,"['Casual', 'Simulation']",2016,436631
94578,"['Action', 'Racing']",2016,429462
94579,"['Casual', 'Simulation']",2016,436632
94580,"['Casual', 'Simulation']",2016,436634
94581,"['Indie', 'RPG', 'Strategy']",2016,463980
94582,"['Free to Play', 'Indie']",2016,310370
94583,"['Adventure', 'Indie', 'RPG', 'Strategy']",2016,460390
94584,"['Adventure', 'Indie']",2016,483300
94585,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016,391550
94586,"['Indie', 'Simulation']",2016,461241
94587,"['Adventure', 'Free to Play', 'Indie']",2016,474010
94588,"['Casual', 'Simulation']",2016,436633
94589,"['Animation &amp; Modeling', 'Video Production']",2016,420825
94590,"['Animation &amp; Modeling', 'Video Production']",2016,420824
94591,['Indie'],2016,477290
94592,"['Casual', 'Indie', 'Simulation']",2016,487050
94593,"['Indie', 'Simulation', 'Strategy']",2016,479100
94594,['Simulation'],2016,485890
94595,"['Adventure', 'Indie', 'Simulation']",2016,482300
94596,Sin dato,0,485270
94597,"['Action', 'Indie']",2016,486360
94598,"['Adventure', 'Casual', 'Indie']",2016,431850
94599,['Simulation'],2016,457080
94600,['Action'],2016,467031
94601,"['Indie', 'Simulation', 'Strategy']",2016,361280
94602,"['Action', 'Indie']",2016,468280
94603,"['Indie', 'Strategy']",2016,459040
94604,"['Indie', 'Strategy']",2016,455460
94605,"['Indie', 'Strategy']",2016,455200
94606,"['Casual', 'Free to Play', 'Indie', 'Strategy']",2016,485760
94607,"['Action', 'Adventure']",2016,366849
94608,['Action'],2016,464511
94609,['Action'],2016,467030
94610,['Action'],2016,464522
94611,['Action'],2016,464513
94612,['Action'],2016,482221
94613,['Action'],2016,482222
94614,"['Action', 'Adventure', 'RPG']",2016,380750
94615,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,467960
94616,"['Indie', 'RPG', 'Strategy']",2016,453300
94617,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2016,385380
94618,Sin dato,0,482390
94619,"['Adventure', 'Casual', 'Indie']",2016,476880
94620,"['Adventure', 'Casual', 'Indie']",2016,485860
94621,"['Education', 'Software Training']",2016,478300
94622,"['Education', 'Software Training']",2016,478301
94623,['Indie'],2016,476450
94624,"['Adventure', 'Casual']",2016,466030
94625,"['Action', 'Adventure']",2016,442050
94626,"['Indie', 'Simulation', 'Strategy']",2016,482420
94627,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,468726
94628,"['Casual', 'Indie']",2016,436280
94629,"['Adventure', 'Casual', 'Indie', 'Simulation']",2016,483790
94630,"['Action', 'Adventure', 'Casual', 'Indie']",2016,485560
94631,"['Casual', 'Indie']",2016,487020
94632,Sin dato,0,347170
94633,['Indie'],2016,486210
94634,Sin dato,0,485110
94635,"['Casual', 'Indie']",2016,487370
94636,Sin dato,2015,467230
94637,"['Action', 'Adventure', 'Indie']",2016,488750
94638,"['Action', 'Adventure', 'Indie']",2016,463270
94639,"['Casual', 'Simulation']",2016,436637
94640,"['Casual', 'Simulation']",2016,436638
94641,"['Casual', 'Simulation']",2016,436639
94642,Sin dato,2012,464410
94643,Sin dato,2012,464420
94644,Sin dato,2013,464430
94645,"['Action', 'Casual', 'Indie']",2016,340770
94646,Sin dato,0,313630
94647,"['Action', 'Adventure', 'Casual', 'Indie']",2016,486820
94648,"['Action', 'Indie']",2016,488890
94649,['Simulation'],2016,295193
94650,['Simulation'],2016,295197
94651,"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,442810
94652,"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,486560
94653,"['Free to Play', 'Massively Multiplayer', 'RPG']",2016,486530
94654,"['Action', 'Adventure']",2016,487610
94655,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",2016,432030
94656,"['Action', 'Indie']",2016,366620
94657,"['Casual', 'Indie']",2016,487420
94658,"['Indie', 'RPG', 'Strategy']",2016,489010
94659,"['Indie', 'RPG', 'Strategy']",2016,488930
94660,"['Indie', 'RPG', 'Strategy']",2016,489300
94661,"['Indie', 'RPG']",2016,462611
94662,"['Free to Play', 'Massively Multiplayer', 'Simulation']",2016,477821
94663,"['Simulation', 'Strategy']",2016,456200
94664,['Adventure'],2016,411610
94665,"['Simulation', 'Strategy']",2015,477750
94666,"['Action', 'Casual', 'Indie', 'Simulation']",2016,431640
94667,['Simulation'],2012,291090
94668,"['Action', 'Indie', 'Early Access']",2016,463870
94669,"['Action', 'Adventure', 'Casual', 'Indie']",2016,485090
94670,"['Indie', 'RPG', 'Strategy']",2016,489450
94671,['Action'],2016,430290
94672,"['Action', 'Indie']",2016,485010
94673,"['Action', 'Adventure', 'Indie']",2016,473710
94674,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016,488700
94675,"['Casual', 'Indie', 'Strategy']",2016,485620
94676,"['Design &amp; Illustration', 'Web Publishing']",2016,462213
94677,Sin dato,2016,473100
94678,"['Design &amp; Illustration', 'Web Publishing']",2016,462081
94679,"['Action', 'Adventure']",2016,400490
94680,"['Design &amp; Illustration', 'Web Publishing']",2016,462210
94681,"['Design &amp; Illustration', 'Web Publishing']",2016,462211
94682,"['Design &amp; Illustration', 'Web Publishing']",2016,462084
94683,"['Design &amp; Illustration', 'Web Publishing']",2016,462083
94684,"['Action', 'Adventure']",2016,350640
94685,['Racing'],2016,435480
94686,"['Adventure', 'Casual']",2016,466060
94687,"['Action', 'Indie']",2016,489700
94688,"['Action', 'Casual', 'Indie']",2016,484890
94689,"['Casual', 'Indie']",2016,488280
94690,"['Adventure', 'Indie', 'RPG']",2016,490860
94691,"['Action', 'Indie', 'Early Access']",2016,450240
94692,"['Action', 'Indie']",2016,488620
94693,"['Audio Production', 'Utilities', 'Video Production']",2016,488640
94694,"['Audio Production', 'Utilities', 'Video Production']",2016,404060
94695,"['Action', 'Indie']",2016,458450
94696,"['Action', 'Casual']",2016,491160
94697,"['Indie', 'Strategy']",2016,491300
94698,"['Indie', 'Simulation']",2016,485600
94699,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",2016,454180
94700,"['Action', 'Casual', 'Indie']",2016,488580
94701,"['Casual', 'Simulation']",2016,436641
94702,"['Casual', 'Indie', 'Simulation', 'Strategy']",2010,485080
94703,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2016,490330
94704,"['Indie', 'Strategy']",2016,484860
94705,"['Casual', 'Strategy']",2016,466070
94706,"['Action', 'Adventure', 'Indie']",2016,487520
94707,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2016,458330
94708,"['Action', 'Free to Play', 'Indie']",2016,490230
94709,"['Indie', 'RPG', 'Strategy']",2016,491840
94710,['Simulation'],2016,457087
94711,['Simulation'],2016,457088
94712,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478034
94713,"['Indie', 'RPG', 'Strategy']",2016,491680
94714,['Action'],2016,467037
94715,['Action'],2016,467035
94716,['Action'],2016,467039
94717,['Action'],2016,467036
94718,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,486190
94719,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,485143
94720,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478031
94721,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478056
94722,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478041
94723,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478057
94724,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478042
94725,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478045
94726,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478033
94727,"['Casual', 'Simulation', 'Sports']",2016,478030
94728,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478036
94729,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478039
94730,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478037
94731,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478053
94732,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,485142
94733,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,485141
94734,Sin dato,2016,467870
94735,Sin dato,0,456570
94736,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016,478054
94737,"['Action', 'Adventure', 'Indie', 'RPG']",2016,488500
94738,"['Action', 'Adventure', 'Indie']",2016,459490
94739,['Simulation'],2016,376956
94740,"['Adventure', 'Casual', 'Free to Play']",2016,464800
94741,['Casual'],2016,491580
94742,"['Casual', 'Indie', 'Strategy']",2016,491330
94743,"['Adventure', 'Indie']",2016,431260
94744,"['Indie', 'Strategy']",2016,450190
94745,"['Adventure', 'Casual', 'Indie']",2007,489470
94746,"['Adventure', 'Indie', 'RPG']",2013,492392
94747,"['Action', 'Adventure', 'Indie']",2016,489730
94748,"['Adventure', 'Indie']",2014,376240
94749,"['Adventure', 'Indie']",2016,477260
94750,Sin dato,0,485880
94751,"['Adventure', 'Indie', 'RPG']",2013,492391
94752,"['Indie', 'Simulation', 'Strategy']",2016,487300
94753,"['Utilities', 'Video Production']",2012,433800
94754,"['Action', 'Indie', 'Racing', 'Early Access']",2016,455990
94755,"['Utilities', 'Video Production']",2016,450530
94756,"['Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",2016,491760
94757,"['Adventure', 'Casual', 'Indie']",2016,463110
94758,"['Adventure', 'Casual']",2016,466100
94759,"['Simulation', 'Sports']",2016,363530
94760,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2016,391310
94761,"['Action', 'Adventure', 'Indie']",2016,334350
94762,['Action'],2016,455400
94763,['Adventure'],2016,460940
94764,['Simulation'],2016,490380
94765,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,492260
94766,"['Casual', 'Indie']",2016,407320
94767,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2016,492250
94768,Sin dato,2015,417620
94769,"['Design &amp; Illustration', 'Web Publishing']",2016,476051
94770,"['Design &amp; Illustration', 'Web Publishing']",2016,476052
94771,['Casual'],2016,486850
94772,"['Adventure', 'Indie', 'RPG']",2016,493760
94773,['Casual'],2016,458510
94774,"['Adventure', 'Free to Play']",2016,464780
94775,"['Indie', 'RPG', 'Strategy']",2016,493950
94776,['Simulation'],2016,325134
94777,['Simulation'],2016,325133
94778,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2016,492330
94779,Sin dato,0,357920
94780,['Indie'],2016,453700
94781,"['Indie', 'RPG', 'Strategy']",2016,488130
94782,"['Casual', 'Indie', 'Simulation', 'Strategy']",2016,492480
94783,"['Action', 'Adventure', 'Casual', 'Indie']",2016,493070
94784,"['Indie', 'RPG', 'Strategy']",2016,488140
94785,"['Adventure', 'Indie', 'RPG']",2013,492370
94786,"['Massively Multiplayer', 'RPG']",2016,479060
94787,"['Massively Multiplayer', 'RPG']",2016,479061
94788,"['Action', 'Indie', 'RPG']",2016,493610
94789,"['Indie', 'RPG']",2016,340030
94790,"['Adventure', 'RPG', 'Strategy']",2016,467600
94791,"['RPG', 'Strategy']",2016,467620
94792,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,494392
94793,"['Casual', 'Indie']",2016,467780
94794,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,494390
94795,Sin dato,2016,490320
94796,"['Action', 'Adventure', 'Indie', 'RPG']",2016,398150
94797,"['Action', 'Indie', 'Strategy']",2016,494080
94798,"['Action', 'Adventure']",2016,438640
94799,"['Action', 'Indie', 'Strategy']",2016,441480
94800,"['Action', 'Adventure']",2016,466541
94801,"['Action', 'Adventure']",2016,439241
94802,Sin dato,0,465780
94803,"['Action', 'Casual', 'Indie', 'RPG']",2016,489610
94804,"['Action', 'Adventure', 'RPG']",2016,494630
94805,"['Action', 'Adventure', 'RPG']",2016,468460
94806,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,489750
94807,"['Adventure', 'Casual', 'Indie']",2016,493730
94808,['RPG'],2016,497540
94809,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2016,423369
94810,['Strategy'],2016,492640
94811,Sin dato,0,494150
94812,['Adventure'],2016,490390
94813,['Strategy'],2016,486040
94814,['Strategy'],2016,485000
94815,"['Indie', 'Simulation', 'Strategy']",2016,437870
94816,Sin dato,2001,488370
94817,Sin dato,2002,488380
94818,"['Action', 'Casual', 'Free to Play', 'Indie']",2016,369030
94819,Sin dato,2004,488400
94820,"['Adventure', 'Casual', 'RPG', 'Strategy']",2016,462990
94821,"['Racing', 'Simulation', 'Sports']",2016,496360
94822,Sin dato,2003,488390
94823,"['Action', 'Indie']",2015,491390
94824,"['Free to Play', 'Simulation']",2016,493300
94825,"['Free to Play', 'Simulation']",2016,493301
94826,Sin dato,0,406220
94827,"['Adventure', 'Casual']",2016,444140
94828,Sin dato,0,458200
94829,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016,492170
94830,Sin dato,0,494310
94831,['Utilities'],2016,497340
94832,['Simulation'],2016,435961
94833,Sin dato,0,495320
94834,"['Adventure', 'Indie', 'Simulation']",2016,454220
94835,"['Casual', 'Free to Play', 'Indie']",2016,492891
94836,"['Casual', 'Free to Play', 'Indie']",2016,492892
94837,"['Indie', 'RPG', 'Simulation', 'Strategy']",2016,492680
94838,"['Casual', 'Free to Play', 'Indie']",2016,492890
94839,"['Simulation', 'Sports']",2016,462700
94840,"['Adventure', 'Indie']",2016,425580
94841,Sin dato,0,457340
94842,['Simulation'],2016,295201
94843,['Action'],2016,423230
94844,['Simulation'],2016,295200
94845,"['Casual', 'Simulation']",2016,436656
94846,"['Casual', 'Simulation']",2016,436657
94847,"['Casual', 'Simulation']",2016,436658
94848,"['Casual', 'Simulation']",2016,436659
94849,Sin dato,0,378070
94850,"['Indie', 'RPG', 'Strategy']",2016,490480
94851,"['Indie', 'RPG', 'Strategy']",2016,495330
94852,"['Indie', 'RPG', 'Strategy']",2016,498890
94853,"['Indie', 'RPG', 'Strategy']",2016,498900
94854,Sin dato,2014,492470
94855,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016,495790
94856,Sin dato,2016,492510
94857,"['Action', 'Adventure', 'Indie']",2016,418340
94858,"['Adventure', 'Casual']",2016,496030
94859,Sin dato,2011,490090
94860,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2016,496430
94861,Sin dato,0,498510
94862,"['Action', 'Adventure', 'Indie']",2016,487700
94863,"['Action', 'Indie']",2016,497690
94864,Sin dato,0,493380
94865,"['Adventure', 'Indie']",2016,437160
94866,"['Action', 'Indie', 'Sports']",2016,492620
94867,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2008,497860
94868,"['Adventure', 'Indie']",2016,492600
94869,"['Casual', 'Indie']",2016,497050
94870,"['Action', 'Casual', 'Indie']",2016,493650
94871,"['Action', 'Adventure', 'Indie']",2016,488560
94872,"['Action', 'Adventure', 'Casual', 'Indie']",2016,389190
94873,"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",2016,314010
94874,['Action'],2016,486150
94875,"['Casual', 'Indie', 'Sports']",2016,498660
94876,"['Action', 'Adventure', 'Indie']",2016,466350
94877,"['Action', 'Casual', 'Indie']",2016,490820
94878,"['Casual', 'Indie', 'Sports']",2016,499360
94879,"['Indie', 'RPG', 'Strategy']",2016,473600
94880,"['Action', 'Adventure', 'Indie']",2016,466360
94881,"['Action', 'Indie']",2016,497060
94882,['Casual'],2016,493640
94883,"['Casual', 'Indie', 'Strategy']",2016,496530
94884,"['Casual', 'Indie']",2016,415530
94885,['Casual'],2016,493630
94886,['Adventure'],2016,406550
94887,"['Adventure', 'Indie']",2016,496890
94888,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,443691
94889,"['Action', 'Adventure', 'Casual', 'Indie']",2016,499460
94890,Sin dato,2014,487990
94891,Sin dato,2016,468680
94892,"['Action', 'Indie']",2016,494290
94893,"['Action', 'Indie']",2015,368680
94894,"['Adventure', 'Casual']",2016,501250
94895,['Simulation'],2016,500540
94896,Sin dato,0,500920
94897,"['Action', 'Indie']",2016,470890
94898,['Strategy'],2016,500190
94899,"['Adventure', 'Indie', 'RPG']",2016,454480
94900,['Adventure'],2016,475210
94901,"['Casual', 'Simulation']",2016,294600
94902,"['Casual', 'Simulation']",2016,436663
94903,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016,488320
94904,"['Action', 'Indie', 'Sports']",2016,277390
94905,"['Adventure', 'Casual', 'Indie']",2016,500780
94906,"['Adventure', 'Casual', 'Indie']",2016,464960
94907,"['Adventure', 'Casual', 'Indie']",2016,468040
94908,Sin dato,0,491710
94909,['Strategy'],2016,465750
94910,"['Action', 'Indie']",2016,500910
94911,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,498223
94912,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,498220
94913,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,498221
94914,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016,498222
94915,"['Action', 'Indie', 'Early Access']",2016,437340
94916,['Action'],2016,452510
94917,['Adventure'],2016,449830
94918,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2016,497270
94919,"['Casual', 'Indie']",2016,499440
94920,"['Action', 'Casual', 'Indie', 'Early Access']",2016,461720
94921,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016,438904
94922,['Action'],1995,418640
94923,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016,500860
94924,"['Adventure', 'Indie']",2016,492430
94925,['Indie'],2016,491000
94926,"['Action', 'Adventure', 'Indie', 'RPG']",2016,499960
94927,"['Adventure', 'Indie']",2016,500160
94928,"['Animation &amp; Modeling', 'Design &amp; Illustration']",2016,275030
94929,"['Action', 'Free to Play', 'Early Access']",2016,444620
94930,['Action'],2016,494074
94931,"['Adventure', 'Casual', 'Simulation']",2016,492280
94932,['Indie'],2016,499390
94933,"['Indie', 'Strategy']",2016,490300
94934,Sin dato,0,458110
94935,"['Action', 'Casual', 'Indie', 'Racing']",2016,491110
94936,"['Action', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Sports', 'Early Access']",2016,393930
94937,['Simulation'],2016,471896
94938,['Simulation'],2016,471895
94939,"['Simulation', 'Strategy']",2016,372160
94940,['Indie'],2016,490100
94941,"['Action', 'Casual', 'Indie', 'Strategy']",2016,496980
94942,"['Indie', 'RPG', 'Strategy']",2016,501290
94943,"['Indie', 'RPG', 'Strategy']",2016,501820
94944,"['Indie', 'RPG', 'Strategy']",2016,501730
94945,"['Indie', 'RPG', 'Strategy']",2016,501230
94946,"['Indie', 'RPG', 'Strategy']",2016,488970
94947,"['Indie', 'Simulation']",2016,500620
94948,"['Action', 'Indie']",2016,486480
94949,"['Action', 'Casual', 'Indie', 'Strategy']",2016,374050
94950,Sin dato,0,468700
94951,"['Adventure', 'Casual']",2016,465170
94952,['Utilities'],2016,496101
